,pharmacy_lookup,sample,covid_vacc_trial,resp_black,flu_season,survey_platform,T,T_cc,T_lay,T_ackn
1153,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1154,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1155,6.0,season 2 lucid,,1.0,1.0,Lucid,"CC,lay",,1.0,
1156,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1157,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1158,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1159,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1160,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1161,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1162,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1163,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1164,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1165,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1166,,season 2 lucid2,,1.0,1.0,Lucid,CC,1.0,0.0,
1167,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1168,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1169,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1170,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1171,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1172,,season 2 cloudresearch,,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1173,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1174,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1175,6.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
1176,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1177,5.0,facebook,1.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1178,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1179,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1180,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1181,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1182,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1183,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1184,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1185,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1186,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
1187,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1188,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1189,,season 2 lucid2,,0.0,1.0,Lucid,D,0.0,,
1190,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1191,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1192,,season 2 qualtrics,,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1193,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1194,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1195,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1196,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1197,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1198,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1199,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1200,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1201,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1202,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1203,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1204,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1205,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1206,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1207,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1208,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1209,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1210,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1211,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1212,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1213,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1214,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1215,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1216,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1217,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1218,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1219,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1220,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1221,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1222,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1223,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1224,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1225,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1226,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1227,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1228,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1229,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1230,6.0,facebook,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1231,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1232,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1233,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1234,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1235,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1236,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1237,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1238,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1239,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1240,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1241,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1242,,season 2 qualtrics,,0.0,1.0,Qualtrics S2,CC,1.0,,
1243,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1244,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1245,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1246,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1247,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1248,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1249,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1250,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1251,,season 2 lucid,,0.0,1.0,Lucid,CC,1.0,,
1252,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1253,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1254,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1255,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1256,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1257,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1258,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1259,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1260,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1261,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1262,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1263,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1264,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1265,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1266,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1267,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1268,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1269,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1270,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1271,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1272,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1273,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1274,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1275,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1276,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1277,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1278,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1279,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1280,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1281,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1282,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1283,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1284,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1285,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1286,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1287,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1288,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1289,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1290,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1291,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1292,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1293,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1294,6.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1295,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1296,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1297,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1298,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1299,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1300,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1301,6.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1302,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1303,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1304,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1305,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1306,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1307,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1308,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1309,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1310,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1311,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1312,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1313,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1314,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1315,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1316,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1317,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1318,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1319,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1320,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1321,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1322,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1323,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1324,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1325,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1326,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1327,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1328,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1329,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1330,,season 2 lucid2,,0.0,1.0,Lucid,D,0.0,,
1331,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1332,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1333,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1334,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1335,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1336,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1337,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1338,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1339,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1340,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1341,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1342,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1343,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1344,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1345,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1346,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1347,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1348,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1349,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1350,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1351,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1352,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1353,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1354,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1355,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1356,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1357,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1358,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1359,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1360,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1361,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1362,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1363,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1364,,season 2 lucid,,0.0,1.0,Lucid,D,0.0,,
1365,,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1366,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1367,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1368,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1369,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1370,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1371,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1372,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1373,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1374,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1375,,season 2 lucid,,1.0,1.0,Lucid,"CC,lay",,1.0,
1376,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1377,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1378,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1379,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1380,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1381,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1382,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1383,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1384,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1385,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1386,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1387,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1388,,season 2 lucid2,,0.0,1.0,Lucid,CC,1.0,,
1389,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1390,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1391,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1392,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1393,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1394,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1395,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1396,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1397,6.0,season 2 lucid2,1.0,0.0,1.0,Lucid,CC,1.0,,
1398,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1399,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1400,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1401,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1402,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1403,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1404,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1405,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1406,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1407,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1408,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1409,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1410,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1411,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1412,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1413,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1414,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1415,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1416,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1417,6.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1418,6.0,facebook,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1419,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1420,,season 2 qualtrics,,0.0,1.0,Qualtrics S2,CC,1.0,,
1421,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1422,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1423,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1424,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1425,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1426,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1427,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1428,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1429,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1430,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1431,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1432,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1433,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1434,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1435,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1436,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1437,,season 2 lucid,,1.0,1.0,Lucid,"CC,lay",,1.0,
1438,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1439,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1440,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1441,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1442,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1443,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1444,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1445,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1446,5.0,facebook,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1447,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1448,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1449,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1450,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1451,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1452,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1453,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1454,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1455,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1456,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1457,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1458,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1459,5.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1460,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1461,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1462,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1463,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1464,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1465,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
1466,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1467,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1468,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1469,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1470,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
